"关键词","地区","日期","媒体指数"
"笑林足球","全国","2016-12-01","0"
"笑林足球","全国","2016-11-30","0"
"笑林足球","全国","2016-11-29","0"
"笑林足球","全国","2016-11-28","0"
"笑林足球","全国","2016-11-27","0"
"笑林足球","全国","2016-11-26","0"
"笑林足球","全国","2016-11-25","0"
"笑林足球","全国","2016-11-24","0"
"笑林足球","全国","2016-11-23","0"
"笑林足球","全国","2016-11-22","0"
"笑林足球","全国","2016-11-21","0"
"笑林足球","全国","2016-11-20","0"
"笑林足球","全国","2016-11-19","0"
"三个孬家伙","全国","2016-12-18","0"
"三个孬家伙","全国","2016-12-17","0"
"三个孬家伙","全国","2016-12-16","0"
"三个孬家伙","全国","2016-12-15","0"
"三个孬家伙","全国","2016-12-14","0"
"三个孬家伙","全国","2016-12-13","0"
"三个孬家伙","全国","2016-12-12","0"
"三个孬家伙","全国","2016-12-11","0"
"三个孬家伙","全国","2016-12-10","0"
"三个孬家伙","全国","2016-12-09","0"
"三个孬家伙","全国","2016-12-08","0"
"三个孬家伙","全国","2016-12-07","0"
"三个孬家伙","全国","2016-12-06","0"
"三个孬家伙","全国","2016-12-05","0"
"三个孬家伙","全国","2016-12-04","0"
"三个孬家伙","全国","2016-12-03","0"
"三个孬家伙","全国","2016-12-02","0"
"三个孬家伙","全国","2016-12-01","0"
"三个孬家伙","全国","2016-11-30","0"
"三个孬家伙","全国","2016-11-29","0"
"三个孬家伙","全国","2016-11-28","0"
"三个孬家伙","全国","2016-11-27","0"
"三个孬家伙","全国","2016-11-26","0"
"三个孬家伙","全国","2016-11-25","0"
"三个孬家伙","全国","2016-11-24","0"
"三个孬家伙","全国","2016-11-23","0"
"三个孬家伙","全国","2016-11-22","0"
"三个孬家伙","全国","2016-11-21","0"
"三个孬家伙","全国","2016-11-20","0"
"三个孬家伙","全国","2016-11-19","0"
"新木偶奇遇记","全国","2016-12-18","0"
"新木偶奇遇记","全国","2016-12-17","0"
"新木偶奇遇记","全国","2016-12-16","0"
"新木偶奇遇记","全国","2016-12-15","0"
"新木偶奇遇记","全国","2016-12-14","0"
"新木偶奇遇记","全国","2016-12-13","0"
"新木偶奇遇记","全国","2016-12-12","0"
"新木偶奇遇记","全国","2016-12-11","0"
"新木偶奇遇记","全国","2016-12-10","0"
"新木偶奇遇记","全国","2016-12-09","0"
"新木偶奇遇记","全国","2016-12-08","0"
"新木偶奇遇记","全国","2016-12-07","0"
"新木偶奇遇记","全国","2016-12-06","0"
"新木偶奇遇记","全国","2016-12-05","0"
"新木偶奇遇记","全国","2016-12-04","0"
"新木偶奇遇记","全国","2016-12-03","0"
"新木偶奇遇记","全国","2016-12-02","0"
"新木偶奇遇记","全国","2016-12-01","0"
"新木偶奇遇记","全国","2016-11-30","0"
"新木偶奇遇记","全国","2016-11-29","0"
"新木偶奇遇记","全国","2016-11-28","0"
"新木偶奇遇记","全国","2016-11-27","0"
"新木偶奇遇记","全国","2016-11-26","0"
"新木偶奇遇记","全国","2016-11-25","0"
"新木偶奇遇记","全国","2016-11-24","0"
"新木偶奇遇记","全国","2016-11-23","0"
"新木偶奇遇记","全国","2016-11-22","0"
"新木偶奇遇记","全国","2016-11-21","0"
"新木偶奇遇记","全国","2016-11-20","0"
"新木偶奇遇记","全国","2016-11-19","0"
"诡眼","全国","2016-12-18","0"
"诡眼","全国","2016-12-17","0"
"诡眼","全国","2016-12-16","0"
"诡眼","全国","2016-12-15","0"
"诡眼","全国","2016-12-14","0"
"诡眼","全国","2016-12-13","0"
"诡眼","全国","2016-12-12","0"
"诡眼","全国","2016-12-11","0"
"诡眼","全国","2016-12-10","0"
"诡眼","全国","2016-12-09","0"
"诡眼","全国","2016-12-08","0"
"诡眼","全国","2016-12-07","0"
"诡眼","全国","2016-12-06","0"
"诡眼","全国","2016-12-05","0"
"诡眼","全国","2016-12-04","0"
"诡眼","全国","2016-12-03","0"
"诡眼","全国","2016-12-02","0"
"诡眼","全国","2016-12-01","0"
"诡眼","全国","2016-11-30","0"
"诡眼","全国","2016-11-29","0"
"诡眼","全国","2016-11-28","0"
"诡眼","全国","2016-11-27","0"
"诡眼","全国","2016-11-26","0"
"诡眼","全国","2016-11-25","0"
"诡眼","全国","2016-11-24","0"
"诡眼","全国","2016-11-23","0"
"诡眼","全国","2016-11-22","0"
"诡眼","全国","2016-11-21","0"
"诡眼","全国","2016-11-20","0"
"诡眼","全国","2016-11-19","0"
"勇士之门","全国","2016-12-18","0"
"勇士之门","全国","2016-12-17","0"
"勇士之门","全国","2016-12-16","0"
"勇士之门","全国","2016-12-15","0"
"勇士之门","全国","2016-12-14","0"
"勇士之门","全国","2016-12-13","0"
"勇士之门","全国","2016-12-12","1"
"勇士之门","全国","2016-12-11","0"
"勇士之门","全国","2016-12-10","0"
"勇士之门","全国","2016-12-09","0"
"勇士之门","全国","2016-12-08","0"
"勇士之门","全国","2016-12-07","0"
"勇士之门","全国","2016-12-06","0"
"勇士之门","全国","2016-12-05","0"
"勇士之门","全国","2016-12-04","0"
"勇士之门","全国","2016-12-03","0"
"勇士之门","全国","2016-12-02","0"
"勇士之门","全国","2016-12-01","0"
"勇士之门","全国","2016-11-30","0"
"勇士之门","全国","2016-11-29","0"
"勇士之门","全国","2016-11-28","0"
"勇士之门","全国","2016-11-27","1"
"勇士之门","全国","2016-11-26","3"
"勇士之门","全国","2016-11-25","3"
"勇士之门","全国","2016-11-24","6"
"勇士之门","全国","2016-11-23","11"
"勇士之门","全国","2016-11-22","9"
"勇士之门","全国","2016-11-21","8"
"勇士之门","全国","2016-11-20","6"
"勇士之门","全国","2016-11-19","11"
"夺路而逃","全国","2016-12-18","0"
"夺路而逃","全国","2016-12-17","0"
"夺路而逃","全国","2016-12-16","0"
"夺路而逃","全国","2016-12-15","0"
"夺路而逃","全国","2016-12-14","0"
"夺路而逃","全国","2016-12-13","1"
"夺路而逃","全国","2016-12-12","0"
"夺路而逃","全国","2016-12-11","0"
"夺路而逃","全国","2016-12-10","0"
"夺路而逃","全国","2016-12-09","0"
"夺路而逃","全国","2016-12-08","1"
"夺路而逃","全国","2016-12-07","0"
"夺路而逃","全国","2016-12-06","0"
"夺路而逃","全国","2016-12-05","1"
"夺路而逃","全国","2016-12-04","0"
"夺路而逃","全国","2016-12-03","0"
"夺路而逃","全国","2016-12-02","1"
"夺路而逃","全国","2016-12-01","0"
"夺路而逃","全国","2016-11-30","2"
"夺路而逃","全国","2016-11-29","0"
"夺路而逃","全国","2016-11-28","0"
"夺路而逃","全国","2016-11-27","0"
"夺路而逃","全国","2016-11-26","0"
"夺路而逃","全国","2016-11-25","0"
"夺路而逃","全国","2016-11-24","0"
"夺路而逃","全国","2016-11-23","0"
"夺路而逃","全国","2016-11-22","1"
"夺路而逃","全国","2016-11-21","0"
"夺路而逃","全国","2016-11-20","1"
"夺路而逃","全国","2016-11-19","0"
"奇妙的朋友之萌爱2016","全国","2016-12-18","0"
"奇妙的朋友之萌爱2016","全国","2016-12-17","0"
"奇妙的朋友之萌爱2016","全国","2016-12-16","0"
"奇妙的朋友之萌爱2016","全国","2016-12-15","0"
"奇妙的朋友之萌爱2016","全国","2016-12-14","0"
"奇妙的朋友之萌爱2016","全国","2016-12-13","0"
"奇妙的朋友之萌爱2016","全国","2016-12-12","0"
"奇妙的朋友之萌爱2016","全国","2016-12-11","0"
"奇妙的朋友之萌爱2016","全国","2016-12-10","0"
"奇妙的朋友之萌爱2016","全国","2016-12-09","0"
"奇妙的朋友之萌爱2016","全国","2016-12-08","0"
"奇妙的朋友之萌爱2016","全国","2016-12-07","0"
"奇妙的朋友之萌爱2016","全国","2016-12-06","0"
"奇妙的朋友之萌爱2016","全国","2016-12-05","0"
"奇妙的朋友之萌爱2016","全国","2016-12-04","0"
"奇妙的朋友之萌爱2016","全国","2016-12-03","0"
"奇妙的朋友之萌爱2016","全国","2016-12-02","0"
"奇妙的朋友之萌爱2016","全国","2016-12-01","0"
"奇妙的朋友之萌爱2016","全国","2016-11-30","0"
"奇妙的朋友之萌爱2016","全国","2016-11-29","0"
"奇妙的朋友之萌爱2016","全国","2016-11-28","0"
"奇妙的朋友之萌爱2016","全国","2016-11-27","0"
"奇妙的朋友之萌爱2016","全国","2016-11-26","0"
"奇妙的朋友之萌爱2016","全国","2016-11-25","0"
"奇妙的朋友之萌爱2016","全国","2016-11-24","0"
"奇妙的朋友之萌爱2016","全国","2016-11-23","0"
"奇妙的朋友之萌爱2016","全国","2016-11-22","0"
"奇妙的朋友之萌爱2016","全国","2016-11-21","0"
"奇妙的朋友之萌爱2016","全国","2016-11-20","0"
"奇妙的朋友之萌爱2016","全国","2016-11-19","0"
"你的名字","全国","2016-12-18","10"
"你的名字","全国","2016-12-17","20"
"你的名字","全国","2016-12-16","114"
"你的名字","全国","2016-12-15","64"
"你的名字","全国","2016-12-14","99"
"你的名字","全国","2016-12-13","197"
"你的名字","全国","2016-12-12","167"
"你的名字","全国","2016-12-11","101"
"你的名字","全国","2016-12-10","99"
"你的名字","全国","2016-12-09","294"
"你的名字","全国","2016-12-08","332"
"你的名字","全国","2016-12-07","465"
"你的名字","全国","2016-12-06","612"
"你的名字","全国","2016-12-05","1038"
"你的名字","全国","2016-12-04","320"
"你的名字","全国","2016-12-03","208"
"你的名字","全国","2016-12-02","209"
"你的名字","全国","2016-12-01","48"
"你的名字","全国","2016-11-30","80"
"你的名字","全国","2016-11-29","129"
"你的名字","全国","2016-11-28","71"
"你的名字","全国","2016-11-27","12"
"你的名字","全国","2016-11-26","9"
"你的名字","全国","2016-11-25","58"
"你的名字","全国","2016-11-24","118"
"你的名字","全国","2016-11-23","161"
"你的名字","全国","2016-11-22","153"
"你的名字","全国","2016-11-21","135"
"你的名字","全国","2016-11-20","12"
"你的名字","全国","2016-11-19","2"
